LOWER-BODY,           MIDDLE-BODY,         UPPER-BODY
45.354573004627255,56.166168451364605,68.31699779307091
37.70720095937875,59.71206725212562,66.67578861002828
45.354573004627255,56.166168451364605,68.31699779307091
37.70720095937875,59.71206725212562,66.67578861002828
50.94116161580524,27.464772316258408,169.6709209972267
44.99123914462854,20.67839165677104,147.36105489549215
50.94116161580524,27.464772316258408,169.6709209972267
44.99123914462854,20.67839165677104,147.36105489549215
53.93822115398269,33.25602886090866,140.04712543378187
64.48212303560466,29.67159517514682,145.26720188810333
54.44855516214279,40.181648249193735,154.88393471721378
66.60487528849376,37.07928675020719,158.11154527365693
54.44855516214279,40.181648249193735,154.88393471721378
66.60487528849376,37.07928675020719,158.11154527365693
42.23679383246777,41.66766213599203,114.08338238568362
47.04174514148413,38.68154241533046,83.24305618136289
42.23679383246777,41.66766213599203,114.08338238568362
47.04174514148413,38.68154241533046,83.24305618136289
51.15122400180943,34.55894683671182,160.19216786118582
58.57266530419844,44.994190811935034,154.96170676878367
51.15122400180943,34.55894683671182,160.19216786118582
58.57266530419844,44.994190811935034,154.96170676878367
1.9374130833131857,17.11810335567088,172.64655777865755
60.080932980245436,39.76318158516396,173.92594273053865
1.9374130833131857,17.11810335567088,172.64655777865755
60.080932980245436,39.76318158516396,173.92594273053865
52.478357624273826,21.613863169781347,108.14040591786156
72.38947147540887,33.2399899171742,144.58841002930916
52.478357624273826,21.613863169781347,108.14040591786156
72.38947147540887,33.2399899171742,144.58841002930916
62.728169214732986,46.43693326146327,123.57456433588978
55.618487635898475,41.55218877465213,151.39721750615735
62.728169214732986,46.43693326146327,123.57456433588978
55.618487635898475,41.55218877465213,151.39721750615735
48.905555700687486,36.41639354385865,158.7612479518344
54.886345298762485,39.094565447040594,162.16690723138828
48.905555700687486,36.41639354385865,158.7612479518344
54.886345298762485,39.094565447040594,162.16690723138828
61.4229428005026,43.00185431216582,144.35919494879005
57.291742392182414,35.93856939423779,133.97696523884235
50.37501931098898,37.635111792054126,141.5897254395504
47.457526230331126,35.53958681019808,140.81092558284342
49.14736907011602,40.83950548420882,142.35767364735997
56.48744079774002,36.81414116780249,148.1209499414599
34.50879534675968,30.23998205535527,170.82237134670328
40.123209787860844,32.392001588238486,167.4183380276364
52.97061946652622,83.5318173793487,117.8111519360026
54.87695991249472,88.57251288467813,109.87052510804767
45.39696436969822,37.83336095324057,121.4380723678394
60.44787920461306,43.12785880743191,146.10299443608798
48.167357940976224,44.087416470218066,150.3768067557381
49.452308149918444,41.35892120667306,161.10810248858056
63.248918359377164,48.90160552667674,151.07821282583203
52.03172083010338,42.49232466704322,101.88217531350112
63.248918359377164,48.90160552667674,151.07821282583203
52.03172083010338,42.49232466704322,101.88217531350112
40.63926235032225,81.59934167861684,108.09761916158314
42.862592552094156,87.11911569243665,134.492273861704
47.45019889174578,31.880296210161895,152.23537051719646
56.1948342607616,36.3094572561891,168.04571236756075
40.293765083551456,26.448298447094324,164.05310046341444
37.77449666674261,21.0975949839994,145.57671720387026
134.2775545098795,40.42546151577869,147.15278988042445
97.83634173772674,13.190130259070145,149.5263598685077
75.25811547195998,29.067824311819933,152.68621552840688
89.68210082268227,28.446128977141235,156.42010980796672
55.627537235067614,43.73034542012292,162.85134367874696
65.55619356996867,44.97637136836286,167.04496510577323
51.074426799177274,57.29059777578817,123.88560027841629
55.430450281616956,59.31522501918795,125.52096305906147
101.1240611872388,15.620514443803037,148.37001516033547
115.33178394371745,23.90551733078048,142.92106349262767
43.076241094796174,34.33314798579631,131.52566515141902
59.68630450316838,38.629699523853226,150.62103617767448
60.20582008598768,20.020107712854283,154.1242925261179
38.34395001291568,25.722780493693996,142.49903023307104
58.84348442806942,35.200881112844094,134.98529114614226
50.81274323362936,31.28698492554264,129.06887387741654
62.69447910788722,43.18970290757968,169.2449577859407
53.62978450342115,39.141841628756985,173.37856011677806
54.28934947806458,43.775921365033064,151.39675221053997
64.83423588872034,48.05560745296292,160.24093573881626
136.68734189964172,75.87775667520351,48.957210348606125
101.1379411123211,54.89397274864859,174.16168229723723
59.694826248293,31.594402206261066,137.82695937495026
51.41485169141441,29.07885848355278,133.79662635867612
46.47277224021095,33.2735163306152,159.9043564301391
